"Data Source","World Development Indicators",

"Country Name","Country Code","Indicator Name","Indicator Code","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013",
"Sao Tome and Principe","STP","Land area (sq. km)","AG.LND.TOTL.K2","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","960","","",
"Suriname","SUR","Land area (sq. km)","AG.LND.TOTL.K2","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","156000","","",
"Slovak Republic","SVK","Land area (sq. km)","AG.LND.TOTL.K2","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48100","48110","48100","48100","48100","48100","48100","48090","48091","48088","","",
"Slovenia","SVN","Land area (sq. km)","AG.LND.TOTL.K2","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","20140","","",
"Sweden","SWE","Land area (sq. km)","AG.LND.TOTL.K2","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","410340","","",
"Swaziland","SWZ","Land area (sq. km)","AG.LND.TOTL.K2","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","17200","","",
"Sint Maarten (Dutch part)","SXM","Land area (sq. km)","AG.LND.TOTL.K2","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","34","","",
"Seychelles","SYC","Land area (sq. km)","AG.LND.TOTL.K2","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","460","","",
"Syrian Arab Republic","SYR","Land area (sq. km)","AG.LND.TOTL.K2","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183780","183590","183570","183570","183630","183640","183640","183640","183630","183630","","",
"Turks and Caicos Islands","TCA","Land area (sq. km)","AG.LND.TOTL.K2","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","950","","",
"Chad","TCD","Land area (sq. km)","AG.LND.TOTL.K2","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1260000","1259600","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","1259200","","",
"Togo","TGO","Land area (sq. km)","AG.LND.TOTL.K2","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","54390","","",
"Thailand","THA","Land area (sq. km)","AG.LND.TOTL.K2","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","510890","","",
"Tajikistan","TJK","Land area (sq. km)","AG.LND.TOTL.K2","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","139960","","",
"Turkmenistan","TKM","Land area (sq. km)","AG.LND.TOTL.K2","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","469930","","",
"Timor-Leste","TLS","Land area (sq. km)","AG.LND.TOTL.K2","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","14870","","",
"Tonga","TON","Land area (sq. km)","AG.LND.TOTL.K2","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","720","","",
"Trinidad and Tobago","TTO","Land area (sq. km)","AG.LND.TOTL.K2","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","5130","","",
"Tunisia","TUN","Land area (sq. km)","AG.LND.TOTL.K2","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","155360","","",
"Turkey","TUR","Land area (sq. km)","AG.LND.TOTL.K2","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","769630","","",
"Tuvalu","TUV","Land area (sq. km)","AG.LND.TOTL.K2","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","30","","",
"Tanzania","TZA","Land area (sq. km)","AG.LND.TOTL.K2","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","885800","","",
"Uganda","UGA","Land area (sq. km)","AG.LND.TOTL.K2","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","199810","","",
"Ukraine","UKR","Land area (sq. km)","AG.LND.TOTL.K2","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579350","579340","579340","579340","579380","579360","579330","579320","579320","579320","579320","","",
"Upper middle income","UMC","Land area (sq. km)","AG.LND.TOTL.K2","42779770","42779750","42779760","42779760","42779750","42779740","42779730","42779720","42779720","42779710","42779700","42779700","42779700","42779700","42779690","42779670","42779670","42779680","42779630","42779620","42779610","42779590","42779580","42779580","42779580","42779580","42779580","42779570","42778580","42778580","42778690","42778697","42778687","42778737","42779417","42779447","42779397","42750852","42750475","42750305","42750310","42747635","42747729","42747780","42747668","42747695.6","42747388.2","42747396.2","42745821.5","42745925.7","42746047.9","","",
"Uruguay","URY","Land area (sq. km)","AG.LND.TOTL.K2","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","175020","","",
"United States","USA","Land area (sq. km)","AG.LND.TOTL.K2","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9158960","9161920","9161920","9161920","9161920","9161920","9161920","9161920","9161920","9147420","9147420","9147420","9147420","","",
"Uzbekistan","UZB","Land area (sq. km)","AG.LND.TOTL.K2","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","425400","","",
"St. Vincent and the Grenadines","VCT","Land area (sq. km)","AG.LND.TOTL.K2","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","390","","",
"Venezuela, RB","VEN","Land area (sq. km)","AG.LND.TOTL.K2","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","882050","","",
"Virgin Islands (U.S.)","VIR","Land area (sq. km)","AG.LND.TOTL.K2","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","350","","",
"Vietnam","VNM","Land area (sq. km)","AG.LND.TOTL.K2","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","325490","311060","311090","310550","310070","310070","310070","310070","310070","310070","310070","310070","310070","","",
"Vanuatu","VUT","Land area (sq. km)","AG.LND.TOTL.K2","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","12190","","",
"West Bank and Gaza","PSE","Land area (sq. km)","AG.LND.TOTL.K2","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","6020","","",
"World","WLD","Land area (sq. km)","AG.LND.TOTL.K2","129801302","129801282","129801292","129801292","129801282","129801272","129801262","129801252","129801252","129801242","129801232","129801132","129801042","129800532","129799992","129799792","129799632","129799632","129799592","129799302","129799372","129799142","129799092","129797592","129797482","129797562","129797462","129797442","129796432","129796422","129794732","129794805","129690095","129678322","129678282","129677832","129747172","129721177","129727950","129741870","129738475","129738225","129737821","129734361","129736329","129730191.6","129730005.2","129715163.2","129713511.5","129712316.7","129712364.9","","",
"Samoa","WSM","Land area (sq. km)","AG.LND.TOTL.K2","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","2830","","",
"Yemen, Rep.","YEM","Land area (sq. km)","AG.LND.TOTL.K2","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","527970","","",
"South Africa","ZAF","Land area (sq. km)","AG.LND.TOTL.K2","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","1213090","","",
"Congo, Dem. Rep.","COD","Land area (sq. km)","AG.LND.TOTL.K2","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","2267050","","",
"Zambia","ZMB","Land area (sq. km)","AG.LND.TOTL.K2","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","743390","","",
"Zimbabwe","ZWE","Land area (sq. km)","AG.LND.TOTL.K2","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","386850","","",
